RouteID,RouteName,RouteDirection,AgencyName,ClusterName,Metropolin,OriginCityName,DestinationCityName,RouteType,ServiceType,RouteParticular,BusType,BusSize,NumOfAlternatives,RouteLength,WeeklyKM,AVGPassengersPerWeek,StationsInRoute,OperationSince,AverageSpeed,AverageTripDuration,OperatingCostPerPassenger,DailyRides(Tuesday),WeekyRides,DailyPassengers,WeeklyPassengers,AVGCommutersPerRide(Weekly),WorkDay - 06:00-08:59,WorkDay - 09:00-11:59,WorkDay - 12:00-14:59,WorkDay - 15:00-18:59,WorkDay - 19:00-23:59,Friday - 06:00-08:59,Friday - 09:00-11:59,Friday - 12:00-14:59,Saturday - 19:00-23:59,MaxRidership,year,Q
10018,18,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,13.0,5675.74,2.6,37,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,74,439,2529.4,14726.9,33.5,33.2,42.0,59.2,21.8,25.1,25.8,38.6,53.8,18.7,ימי חול - 12:00-14:59,2023,1
10019,19,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,10.4,4745.18,2.9,52,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,74,417,2413.1,13594.0,32.6,28.1,30.7,56.7,22.9,26.1,28.6,34.4,36.6,23.8,ימי חול - 12:00-14:59,2023,1
10019,19,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,10.5,4539.79,2.6,46,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,72,400,2160.2,12009.6,30.0,21.0,31.6,48.3,22.2,27.1,21.1,33.9,46.4,18.0,ימי חול - 12:00-14:59,2023,1
10020,20,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,20.1,6834.0,1.9,86,מעל שנה וחצי,17.145656279509016,65.09448868778296,9.350646544614868,60,340,2283.9,12728.3,37.4,39.2,43.3,71.9,28.1,19.1,25.1,35.8,51.7,13.962365591397834,ימי חול - 12:00-14:59,2023,1
10021,21,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.6,105.76,0.8,35,מעל שנה וחצי,21.618837209302264,31.182630331753533,20.387344337651506,2,10,16.2,81.0,8.1,6.321761658031091,6.5030432461292,10.472624798711744,5.367897635244573,6.2592178770949705,3.711111111111119,7.128089887640444,6.269885496183187,6.5639368524913655,ימי חול - 04:00-05:59,2023,1
10023,23,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.5,94.29,1.6,34,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,0,9,0.0,148.7,16.5,13.712044943820235,11.687533156498679,16.018943298969074,6.2868544600938945,8.840393013100424,9.291028295376123,11.043759177679885,11.536925619834681,6.5639368524913655,שבת - 12:00-14:59,2023,1
10023,23,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,10.5,94.19,1.7,34,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,0,9,0.0,162.3,18.0,21.137682926829275,15.31756889763779,20.767519685039378,6.2868544600938945,12.633773740710163,13.487558808154704,14.879926672777264,24.52348608837971,9.211184210526318,שבת - 12:00-14:59,2023,1
10024,24,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,26.6,7337.46,1.5,66,מעל שנה וחצי,17.145656279509016,65.09448868778296,9.350646544614868,49,276,2038.1,11257.6,40.8,32.3,42.0,66.5,32.9,39.5,26.7,33.9,53.9,23.00598503740646,ימי חול - 12:00-14:59,2023,1
10024,24,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,22.9,6782.25,1.5,59,מעל שנה וחצי,17.145656279509016,65.09448868778296,9.350646544614868,53,296,1909.8,10455.4,35.3,34.2,34.5,62.1,25.8,24.3,20.4,33.2,39.6,13.962365591397834,ימי חול - 12:00-14:59,2023,1
10025,25,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,8.5,3221.69,1.5,33,מעל שנה וחצי,19.98585588522988,24.23465459140692,9.350646544614868,64,385,821.0,4828.4,12.5,10.0,11.0,25.1,12.1,8.0,7.9,13.2,25.4,4.0,שישי - 12:00-14:59,2023,1
10025,25,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,8.6,3238.43,1.4,32,מעל שנה וחצי,19.98585588522988,24.23465459140692,9.350646544614868,64,383,769.8,4654.1,12.2,14.3,14.5,20.3,7.9,4.5,13.6,16.2,19.1,5.0,ימי חול - 12:00-14:59,2023,1
10027,27,1,תנופה,שומרון,מרכז,חדרה,מבוא דותן,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,40.5,1377.71,0.2,25,מעל שנה וחצי,35.001074958813845,71.73725748503003,33.62250000000005,6,34,56.2,314.2,9.2,1.7,10.3,16.5,13.8,7.0,1.9,12.3,11.0,8.0,ימי חול - 12:00-14:59,2023,1
10027,27,2,תנופה,שומרון,מרכז,מבוא דותן,חדרה,אזורי,מאסף,סדיר,בינעירוני ממוגן ירי,אוטובוס,1,40.0,1360.14,0.3,23,מעל שנה וחצי,35.001074958813845,71.73725748503003,33.62250000000005,6,34,66.0,365.6,10.8,24.9,12.4,14.5,4.2,5.7,10.8,9.3,5.6,3.5133024487094677,ימי חול - 06:00-08:59,2023,1
10028,28,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,18.3,5867.88,3.1,60,מעל שנה וחצי,17.145656279509016,65.09448868778296,9.350646544614868,56,321,3188.9,18364.5,57.2,36.6,57.1,94.0,49.7,43.5,34.6,61.9,94.7,48.9,שישי - 12:00-14:59,2023,1
10028,28,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,18.1,6597.22,3.2,57,מעל שנה וחצי,17.145656279509016,65.09448868778296,9.350646544614868,64,364,3714.7,20897.7,57.4,55.6,60.7,97.4,42.8,44.5,42.5,60.1,79.2,44.2,ימי חול - 12:00-14:59,2023,1
10028,28,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,2,25.6,239.56,3.0,87,מעל שנה וחצי,17.145656279509016,65.09448868778296,9.350646544614868,0,9,0.0,715.7,79.5,85.33884297520662,81.05434782608694,63.6909090909091,50.00407407407404,67.96678832116787,63.91036585365851,67.83795620437955,64.4464354527938,36.333624454148435,שבת - 12:00-14:59,2023,1
10029,29,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,23.1,5513.25,1.0,79,מעל שנה וחצי,21.618837209302264,65.09448868778296,20.387344337651506,43,239,994.4,5457.2,22.8,18.9,18.8,40.5,18.0,18.8,12.8,17.4,32.3,13.962365591397834,ימי חול - 12:00-14:59,2023,1
10030,30,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.3,3798.78,1.5,50,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,48,265,1002.3,5574.3,21.0,20.0,17.5,36.9,17.3,15.1,16.9,23.0,33.4,9.211184210526318,ימי חול - 12:00-14:59,2023,1
10030,30,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,13.8,3633.43,1.4,55,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,48,264,901.9,5082.6,19.3,22.5,17.5,38.6,14.4,8.0,18.4,24.9,29.6,9.211184210526318,ימי חול - 12:00-14:59,2023,1
10031,31,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,17.1,1901.99,1.6,51,מעל שנה וחצי,17.145656279509016,65.09448868778296,9.350646544614868,20,111,567.7,3075.9,27.7,29.2,22.8,41.7,22.3,23.4,20.4,21.8,24.8,13.962365591397834,ימי חול - 12:00-14:59,2023,1
10031,31,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.9,2040.42,1.8,52,מעל שנה וחצי,17.145656279509016,65.09448868778296,9.350646544614868,22,121,680.9,3720.7,30.7,28.3,27.2,67.6,21.4,15.3,24.5,29.7,35.0,13.962365591397834,ימי חול - 12:00-14:59,2023,1
10032,32,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,14.4,158.79,1.5,59,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,2,11,45.1,243.9,22.2,21.137682926829275,21.788584183673493,22.6,17.091427130610164,12.633773740710163,13.487558808154704,18.4,24.52348608837971,9.211184210526318,ימי חול - 12:00-14:59,2023,1
10032,32,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,10.1,60.47,1.6,44,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,1,6,16.6,94.8,15.8,16.6,15.31756889763779,16.018943298969074,6.2868544600938945,8.840393013100424,11.8,14.879926672777264,11.536925619834681,6.5639368524913655,ימי חול - 06:00-08:59,2023,1
10032,32,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,14.0,2248.04,0.7,54,מעל שנה וחצי,21.618837209302264,31.182630331753533,20.387344337651506,29,161,292.4,1629.7,10.1,11.2,10.3,19.1,7.7,6.0,6.3,13.4,11.5,3.5133024487094677,ימי חול - 12:00-14:59,2023,1
10033,33,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,3,7.7,2357.97,1.6,52,מעל שנה וחצי,19.98585588522988,24.23465459140692,9.350646544614868,53,300,668.2,3738.9,12.5,12.2,12.2,23.6,9.5,6.1,10.6,11.2,19.5,4.0,ימי חול - 12:00-14:59,2023,1
10034,34,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,אוטובוס,1,11.3,45.34,2.6,55,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,1,4,23.7,118.5,29.6,30.31995994659547,26.51658630665384,23.7,6.603030303030304,26.36271050521249,20.672280701754392,26.092307692307674,33.91056105610561,31.48442906574395,ימי חול - 12:00-14:59,2023,1
10034,34,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,2,7.6,2165.3,1.6,53,מעל שנה וחצי,19.98585588522988,24.23465459140692,9.350646544614868,50,282,618.5,3434.0,12.2,13.0,12.6,19.8,9.2,6.4,11.4,10.9,14.4,6.5639368524913655,ימי חול - 12:00-14:59,2023,1
10035,35,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,11.6,23.21,0.7,46,מעל שנה וחצי,21.618837209302264,31.182630331753533,20.387344337651506,0,2,0.3,17.2,8.6,9.60788732394368,9.594695863746958,10.472624798711744,5.367897635244573,1.689099054255849,9.291028295376123,10.550672645739894,11.536925619834681,0.3,שבת - 15:00-18:59,2023,1
10035,35,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,9.9,9.95,1.3,39,מעל שנה וחצי,26.477510729613726,31.182630331753533,9.350646544614868,0,1,0.0,12.5,12.5,13.712044943820235,11.687533156498679,16.018943298969074,8.793971217425138,5.421516474791588,9.291028295376123,10.550672645739894,11.536925619834681,3.5133024487094677,שבת - 15:00-18:59,2023,1
10036,36,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,18.7,1294.31,2.2,54,מעל שנה וחצי,17.145656279509016,65.09448868778296,9.350646544614868,13,74,513.4,2816.3,38.1,31.0,41.0,59.4,28.6,35.1816599732262,22.0,23.8,67.9,23.00598503740646,שישי - 12:00-14:59,2023,1
10036,36,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,17.4,1660.19,2.0,51,מעל שנה וחצי,17.145656279509016,65.09448868778296,9.350646544614868,20,113,597.7,3285.0,29.1,24.8,41.1,61.9,22.9,19.8,18.9,31.5,29.5,13.962365591397834,ימי חול - 12:00-14:59,2023,1
10037,37,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,4,15.0,10824.06,2.4,81,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,86,491,4633.5,25977.0,52.9,40.8,54.4,89.7,40.4,41.5,36.3,41.7,73.0,29.4,שבת - 12:00-14:59,2023,1
10037,37,2,אגד,חיפה עירוני,מטרופולין חיפה,דאלית אל כרמל,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,28.9,9547.75,1.9,75,מעל שנה וחצי,17.145656279509016,65.09448868778296,9.350646544614868,74,423,3261.7,18255.2,43.2,43.4,50.5,81.7,27.3,26.0,32.1,49.0,52.2,23.1,ימי חול - 12:00-14:59,2023,1
10038,38,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,11.6,3227.47,1.5,45,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,50,279,868.4,4765.0,17.1,17.6,18.2,33.1,13.0,8.0,12.3,16.8,18.6,6.5639368524913655,ימי חול - 12:00-14:59,2023,1
10039,39,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,1,12.4,136.93,1.5,56,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,2,11,39.4,205.4,18.7,21.137682926829275,15.31756889763779,19.7,17.091427130610164,8.840393013100424,13.487558808154704,14.879926672777264,8.4,6.5639368524913655,ימי חול - 12:00-14:59,2023,1
10039,39,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,תלמידים,עירוני,מיניבוס,2,10.1,118.04,1.4,47,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,2,12,31.9,170.9,14.2,16.0,15.31756889763779,16.018943298969074,6.2868544600938945,8.840393013100424,5.7,11.043759177679885,11.536925619834681,6.5639368524913655,ימי חול - 06:00-08:59,2023,1
10039,39,3,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,מיניבוס,1,11.6,2383.54,0.7,50,מעל שנה וחצי,21.618837209302264,31.182630331753533,20.387344337651506,37,205,301.6,1613.4,7.9,9.4,6.8,14.4,5.6,5.2,4.9,4.7,6.4,3.5133024487094677,ימי חול - 12:00-14:59,2023,1
10040,40,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,14.7,4146.35,2.2,45,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,47,295,1478.9,8972.9,30.4,16.9,37.3,62.6,27.5,14.3,16.0,33.6,55.6,10.5,ימי חול - 12:00-14:59,2023,1
10040,40,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,3,14.4,3932.55,2.1,41,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,46,288,1407.1,8402.0,29.2,26.7,42.7,51.4,22.5,11.6,21.1,39.8,41.8,6.6,ימי חול - 12:00-14:59,2023,1
10042,42,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.8,1187.6,2.2,44,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,14,80,466.6,2642.2,33.0,28.4,37.7,57.3,23.7,26.36271050521249,18.6,38.5,42.5,23.00598503740646,ימי חול - 12:00-14:59,2023,1
10042,42,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,12.2,973.28,2.3,40,מעל שנה וחצי,17.145656279509016,46.934693737095586,9.350646544614868,14,80,407.1,2260.8,28.3,21.8,37.6,47.2,19.0,8.3,18.4,31.2,25.5,9.211184210526318,ימי חול - 12:00-14:59,2023,1
10043,43,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,14.1,1582.56,1.2,39,מעל שנה וחצי,26.477510729613726,31.182630331753533,9.350646544614868,20,112,329.9,1848.0,16.5,14.8,12.5,36.5,10.5,8.8,13.7,16.8,22.6,6.5639368524913655,ימי חול - 12:00-14:59,2023,1
10043,43,2,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,חיפה,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,16.5,1948.53,0.8,43,מעל שנה וחצי,21.618837209302264,65.09448868778296,20.387344337651506,21,118,293.5,1618.7,13.7,22.8,14.0,17.8,8.3,10.4,14.5,11.4,9.5,6.5639368524913655,ימי חול - 06:00-08:59,2023,1
10045,45,1,אגד,חיפה עירוני,מטרופולין חיפה,חיפה,טירת כרמל,עירוני,מקומי מאסף,סדיר,עירוני,אוטובוס,1,6.8,929.13,2.2,20,מעל שנה וחצי,19.98585588522988,24.23465459140692,9.350646544614868,23,137,367.2,2007.6,14.7,23.7,15.31756889763779,24.214725621792326,0.0,10.7,7.0,11.043759177679885,19.144073139974807,13.0,ימי חול - 06:00-08:59,2023,1
